DATE,Open,High,Low,Close*,Adj Close**,Volume
2024-03-13,"5,173.49","5,179.14","5,151.88",5165.31,5165.31,"4,282,890,000"
2024-03-12,"5,134.30","5,179.87","5,114.48",5175.27,5175.27,"4,080,510,000"
2024-03-11,"5,111.96","5,124.66","5,091.14",5117.94,5117.94,"3,896,430,000"
2024-03-08,"5,164.46","5,189.26","5,117.50",5123.69,5123.69,"4,208,870,000"
2024-03-07,"5,132.38","5,165.62","5,128.21",5157.36,5157.36,"4,137,980,000"
2024-03-06,"5,108.03","5,127.97","5,092.22",5104.76,5104.76,"4,559,050,000"
2024-03-05,"5,110.52","5,114.54","5,056.82",5078.65,5078.65,"4,418,410,000"
2024-03-04,"5,130.99","5,149.67","5,127.18",5130.95,5130.95,"4,758,440,000"
2024-03-01,"5,098.51","5,140.33","5,094.16",5137.08,5137.08,"4,748,110,000"
2024-02-29,"5,085.36","5,104.99","5,061.89",5096.27,5096.27,"5,219,740,000"
2024-02-28,"5,067.20","5,077.37","5,058.35",5069.76,5069.76,"3,789,370,000"
2024-02-27,"5,074.60","5,080.69","5,057.29",5078.18,5078.18,"3,925,950,000"
2024-02-26,"5,093.00","5,097.66","5,068.91",5069.53,5069.53,"3,683,930,000"
2024-02-23,"5,100.92","5,111.06","5,081.46",5088.80,5088.80,"3,672,790,000"
2024-02-22,"5,038.83","5,094.39","5,038.83",5087.03,5087.03,"4,051,710,000"
2024-02-21,"4,963.03","4,983.21","4,946.00",4981.80,4981.80,"3,788,390,000"
2024-02-20,"4,989.32","4,993.71","4,955.02",4975.51,4975.51,"4,034,880,000"
2024-02-16,"5,031.13","5,038.70","4,999.52",5005.57,5005.57,"3,833,270,000"
2024-02-15,"5,003.14","5,032.72","4,999.44",5029.73,5029.73,"4,137,970,000"
2024-02-14,"4,976.44","5,002.52","4,956.45",5000.62,5000.62,"3,845,600,000"
2024-02-13,"4,967.94","4,971.30","4,920.31",4953.17,4953.17,"4,302,190,000"
2024-02-12,"5,026.83","5,048.39","5,016.83",5021.84,5021.84,"3,805,740,000"
2024-02-09,"5,004.17","5,030.06","5,000.34",5026.61,5026.61,"3,912,990,000"
2024-02-08,"4,995.16","5,000.40","4,987.09",4997.91,4997.91,"4,341,860,000"
2024-02-07,"4,973.05","4,999.89","4,969.05",4995.06,4995.06,"4,895,590,000"
2024-02-06,"4,950.16","4,957.77","4,934.88",4954.23,4954.23,"4,440,880,000"
2024-02-05,"4,957.19","4,957.19","4,918.09",4942.81,4942.81,"4,023,640,000"
2024-02-02,"4,916.06","4,975.29","4,907.99",4958.61,4958.61,"3,974,350,000"
2024-02-01,"4,861.11","4,906.97","4,853.52",4906.19,4906.19,"4,386,090,000"
2024-01-31,"4,899.19","4,906.75","4,845.15",4845.65,4845.65,"4,696,120,000"
2024-01-30,"4,925.89","4,931.09","4,916.27",4924.97,4924.97,"3,836,130,000"
2024-01-29,"4,892.95","4,929.31","4,887.40",4927.93,4927.93,"3,525,160,000"
2024-01-26,"4,888.91","4,906.69","4,881.47",4890.97,4890.97,"3,353,400,000"
2024-01-25,"4,886.66","4,898.15","4,869.34",4894.16,4894.16,"4,020,430,000"
2024-01-24,"4,888.56","4,903.68","4,865.94",4868.55,4868.55,"4,330,030,000"
2024-01-23,"4,856.80","4,866.48","4,844.37",4864.60,4864.60,"3,912,800,000"
2024-01-22,"4,853.42","4,868.41","4,844.05",4850.43,4850.43,"4,297,610,000"
2024-01-19,"4,796.28","4,842.07","4,785.87",4839.81,4839.81,"4,287,200,000"
2024-01-18,"4,760.10","4,785.79","4,740.57",4780.94,4780.94,"4,019,000,000"
2024-01-17,"4,739.13","4,744.23","4,714.82",4739.21,4739.21,"3,928,600,000"
2024-01-16,"4,772.35","4,782.34","4,747.12",4765.98,4765.98,"4,260,550,000"
2024-01-12,"4,791.18","4,802.40","4,768.98",4783.83,4783.83,"3,486,340,000"
2024-01-11,"4,792.13","4,798.50","4,739.58",4780.24,4780.24,"3,759,890,000"
2024-01-10,"4,759.94","4,790.80","4,756.20",4783.45,4783.45,"3,498,680,000"
2024-01-09,"4,741.93","4,765.47","4,730.35",4756.50,4756.50,"3,529,960,000"
2024-01-08,"4,703.70","4,764.54","4,699.82",4763.54,4763.54,"3,742,320,000"
2024-01-05,"4,690.57","4,721.49","4,682.11",4697.24,4697.24,"3,844,370,000"
2024-01-04,"4,697.42","4,726.78","4,687.53",4688.68,4688.68,"3,715,480,000"
2024-01-03,"4,725.07","4,729.29","4,699.71",4704.81,4704.81,"3,950,760,000"
2024-01-02,"4,745.20","4,754.33","4,722.67",4742.83,4742.83,"3,743,050,000"
2023-12-29,"4,782.88","4,788.43","4,751.99",4769.83,4769.83,"3,126,060,000"
2023-12-28,"4,786.44","4,793.30","4,780.98",4783.35,4783.35,"2,698,860,000"
2023-12-27,"4,773.45","4,785.39","4,768.90",4781.58,4781.58,"2,748,450,000"
2023-12-26,"4,758.86","4,784.72","4,758.45",4774.75,4774.75,"2,513,910,000"
2023-12-22,"4,753.92","4,772.94","4,736.77",4754.63,4754.63,"3,046,770,000"
2023-12-21,"4,724.29","4,748.71","4,708.35",4746.75,4746.75,"3,431,180,000"
2023-12-20,"4,764.73","4,778.01","4,697.82",4698.35,4698.35,"4,201,320,000"
2023-12-19,"4,743.72","4,768.69","4,743.72",4768.37,4768.37,"4,026,970,000"
2023-12-18,"4,725.58","4,749.52","4,725.58",4740.56,4740.56,"4,060,340,000"
2023-12-15,"4,714.23","4,725.53","4,704.69",4719.19,4719.19,"8,218,980,000"
2023-12-14,"4,721.04","4,738.57","4,694.34",4719.55,4719.55,"6,314,040,000"
2023-12-13,"4,646.20","4,709.69","4,643.23",4707.09,4707.09,"5,063,650,000"
2023-12-12,"4,618.30","4,643.93","4,608.09",4643.70,4643.70,"3,808,380,000"
2023-12-11,"4,593.39","4,623.71","4,593.39",4622.44,4622.44,"3,823,210,000"
2023-12-08,"4,576.20","4,609.23","4,574.06",4604.37,4604.37,"3,707,010,000"
2023-12-07,"4,568.84","4,590.92","4,565.22",4585.59,4585.59,"3,818,880,000"
2023-12-06,"4,586.23","4,590.74","4,546.50",4549.34,4549.34,"4,245,680,000"
2023-12-05,"4,557.25","4,578.56","4,551.68",4567.18,4567.18,"3,909,950,000"
2023-12-04,"4,564.37","4,572.37","4,546.72",4569.78,4569.78,"4,369,910,000"
2023-12-01,"4,559.43","4,599.39","4,554.71",4594.63,4594.63,"4,397,120,000"
2023-11-30,"4,554.87","4,569.89","4,537.24",4567.80,4567.80,"5,399,300,000"
2023-11-29,"4,571.84","4,587.64","4,547.15",4550.58,4550.58,"4,418,760,000"
2023-11-28,"4,545.55","4,568.14","4,540.51",4554.89,4554.89,"3,586,240,000"
2023-11-27,"4,554.86","4,560.52","4,546.32",4550.43,4550.43,"3,403,990,000"
2023-11-24,"4,555.84","4,560.31","4,552.80",4559.34,4559.34,"1,639,500,000"
2023-11-22,"4,553.04","4,568.43","4,545.05",4556.62,4556.62,"3,042,810,000"
2023-11-21,"4,538.77","4,542.14","4,525.51",4538.19,4538.19,"3,511,080,000"
2023-11-20,"4,511.70","4,557.11","4,510.36",4547.38,4547.38,"3,644,790,000"
2023-11-17,"4,509.55","4,520.12","4,499.66",4514.02,4514.02,"3,777,240,000"
2023-11-16,"4,497.08","4,511.99","4,487.83",4508.24,4508.24,"3,964,520,000"
2023-11-15,"4,505.30","4,521.17","4,495.31",4502.88,4502.88,"4,347,170,000"
2023-11-14,"4,458.97","4,508.67","4,458.97",4495.70,4495.70,"4,700,350,000"
2023-11-13,"4,406.66","4,421.76","4,393.82",4411.55,4411.55,"3,326,240,000"
2023-11-10,"4,364.15","4,418.03","4,353.34",4415.24,4415.24,"3,665,080,000"
2023-11-09,"4,391.41","4,393.40","4,343.94",4347.35,4347.35,"3,900,780,000"
2023-11-08,"4,384.37","4,391.20","4,359.76",4382.78,4382.78,"3,729,510,000"
2023-11-07,"4,366.21","4,386.26","4,355.41",4378.38,4378.38,"3,791,230,000"
2023-11-06,"4,364.27","4,372.21","4,347.53",4365.98,4365.98,"3,656,340,000"
2023-11-03,"4,334.23","4,373.62","4,334.23",4358.34,4358.34,"4,570,960,000"
2023-11-02,"4,268.26","4,319.72","4,268.26",4317.78,4317.78,"4,669,780,000"
2023-11-01,"4,201.27","4,245.64","4,197.74",4237.86,4237.86,"4,224,900,000"
2023-10-31,"4,171.33","4,195.55","4,153.12",4193.80,4193.80,"4,249,470,000"
2023-10-30,"4,139.39","4,177.47","4,132.94",4166.82,4166.82,"3,911,140,000"
2023-10-27,"4,152.93","4,156.70","4,103.78",4117.37,4117.37,"4,019,500,000"
2023-10-26,"4,175.99","4,183.60","4,127.90",4137.23,4137.23,"4,277,640,000"
2023-10-25,"4,232.42","4,232.42","4,181.42",4186.77,4186.77,"3,869,370,000"
2023-10-24,"4,235.79","4,259.38","4,219.43",4247.68,4247.68,"3,821,820,000"
2023-10-23,"4,210.40","4,255.84","4,189.22",4217.04,4217.04,"3,776,100,000"
2023-10-20,"4,273.85","4,276.56","4,223.03",4224.16,4224.16,"4,004,030,000"
2023-10-19,"4,321.36","4,339.54","4,269.69",4278.00,4278.00,"3,969,730,000"
2023-10-18,"4,357.35","4,364.20","4,303.84",4314.60,4314.60,"3,686,030,000"
2023-10-17,"4,345.23","4,393.57","4,337.54",4373.20,4373.20,"3,794,850,000"
2023-10-16,"4,342.37","4,383.33","4,342.37",4373.63,4373.63,"3,409,960,000"
2023-10-13,"4,360.49","4,377.10","4,311.97",4327.78,4327.78,"3,566,560,000"
2023-10-12,"4,380.94","4,385.85","4,325.43",4349.61,4349.61,"3,713,140,000"
2023-10-11,"4,366.59","4,378.64","4,345.34",4376.95,4376.95,"3,601,660,000"
2023-10-10,"4,339.75","4,385.46","4,339.64",4358.24,4358.24,"3,520,240,000"
2023-10-09,"4,289.02","4,341.73","4,283.79",4335.66,4335.66,"3,174,630,000"
2023-10-06,"4,234.79","4,324.10","4,219.55",4308.50,4308.50,"3,902,030,000"
2023-10-05,"4,259.31","4,267.13","4,225.91",4258.19,4258.19,"3,581,470,000"
2023-10-04,"4,233.83","4,268.50","4,220.48",4263.75,4263.75,"3,777,600,000"
2023-10-03,"4,269.75","4,281.15","4,216.45",4229.45,4229.45,"3,953,830,000"
2023-10-02,"4,284.52","4,300.58","4,260.21",4288.39,4288.39,"3,938,660,000"
2023-09-29,"4,328.18","4,333.15","4,274.86",4288.05,4288.05,"3,865,960,000"
2023-09-28,"4,269.65","4,317.27","4,264.38",4299.70,4299.70,"3,846,230,000"
2023-09-27,"4,282.63","4,292.07","4,238.63",4274.51,4274.51,"3,875,880,000"
2023-09-26,"4,312.88","4,313.01","4,265.98",4273.53,4273.53,"3,472,340,000"
2023-09-25,"4,310.62","4,338.51","4,302.70",4337.44,4337.44,"3,195,650,000"
2023-09-22,"4,341.74","4,357.40","4,316.49",4320.06,4320.06,"3,349,570,000"
2023-09-21,"4,374.36","4,375.70","4,329.17",4330.00,4330.00,"3,662,340,000"
2023-09-20,"4,452.81","4,461.03","4,401.38",4402.20,4402.20,"3,308,450,000"
2023-09-19,"4,445.41","4,449.85","4,416.61",4443.95,4443.95,"3,614,880,000"
2023-09-18,"4,445.13","4,466.36","4,442.11",4453.53,4453.53,"3,161,230,000"
2023-09-15,"4,497.98","4,497.98","4,447.21",4450.32,4450.32,"6,932,230,000"
2023-09-14,"4,487.78","4,511.99","4,478.69",4505.10,4505.10,"3,648,720,000"
2023-09-13,"4,462.65","4,479.39","4,453.52",4467.44,4467.44,"3,529,430,000"
2023-09-12,"4,473.27","4,487.11","4,456.83",4461.90,4461.90,"3,435,740,000"
2023-09-11,"4,480.98","4,490.77","4,467.89",4487.46,4487.46,"3,369,920,000"
2023-09-08,"4,451.30","4,473.53","4,448.38",4457.49,4457.49,"3,259,290,000"
2023-09-07,"4,434.55","4,457.81","4,430.46",4451.14,4451.14,"3,763,760,000"
2023-09-06,"4,490.35","4,490.35","4,442.38",4465.48,4465.48,"3,418,850,000"
2023-09-05,"4,510.06","4,514.29","4,496.01",4496.83,4496.83,"3,526,250,000"
2023-09-01,"4,530.60","4,541.25","4,501.35",4515.77,4515.77,"3,246,260,000"
2023-08-31,"4,517.01","4,532.26","4,507.39",4507.66,4507.66,"3,946,360,000"
2023-08-30,"4,500.34","4,521.65","4,493.59",4514.87,4514.87,"3,064,110,000"
2023-08-29,"4,432.75","4,500.14","4,431.68",4497.63,4497.63,"3,354,820,000"
2023-08-28,"4,426.03","4,439.56","4,414.98",4433.31,4433.31,"2,957,230,000"
2023-08-25,"4,389.38","4,418.46","4,356.29",4405.71,4405.71,"3,296,180,000"
2023-08-24,"4,455.16","4,458.30","4,375.55",4376.31,4376.31,"3,723,470,000"
2023-08-23,"4,396.44","4,443.18","4,396.44",4436.01,4436.01,"3,837,270,000"
2023-08-22,"4,415.33","4,418.59","4,382.77",4387.55,4387.55,"3,522,760,000"
2023-08-21,"4,380.28","4,407.55","4,360.30",4399.77,4399.77,"3,726,850,000"
2023-08-18,"4,344.88","4,381.82","4,335.31",4369.71,4369.71,"3,940,400,000"
2023-08-17,"4,416.32","4,421.17","4,364.83",4370.36,4370.36,"3,943,700,000"
2023-08-16,"4,433.79","4,449.95","4,403.55",4404.33,4404.33,"3,753,910,000"
2023-08-15,"4,478.87","4,478.87","4,432.19",4437.86,4437.86,"3,832,250,000"
2023-08-14,"4,458.13","4,490.33","4,453.44",4489.72,4489.72,"3,896,410,000"
2023-08-11,"4,450.69","4,476.23","4,443.98",4464.05,4464.05,"3,753,290,000"
2023-08-10,"4,487.16","4,527.37","4,457.92",4468.83,4468.83,"4,504,370,000"
2023-08-09,"4,501.57","4,502.44","4,461.33",4467.71,4467.71,"3,803,100,000"
2023-08-08,"4,498.03","4,503.31","4,464.39",4499.38,4499.38,"3,884,910,000"
2023-08-07,"4,491.58","4,519.84","4,491.15",4518.44,4518.44,"3,493,920,000"
2023-08-04,"4,513.96","4,540.34","4,474.55",4478.03,4478.03,"4,143,310,000"
2023-08-03,"4,494.27","4,519.49","4,485.54",4501.89,4501.89,"4,149,120,000"
2023-08-02,"4,550.93","4,550.93","4,505.75",4513.39,4513.39,"4,270,710,000"
2023-08-01,"4,578.83","4,584.62","4,567.53",4576.73,4576.73,"4,042,370,000"
2023-07-31,"4,584.82","4,594.22","4,573.14",4588.96,4588.96,"4,503,600,000"
2023-07-28,"4,565.75","4,590.16","4,564.01",4582.23,4582.23,"3,981,010,000"
2023-07-27,"4,598.26","4,607.07","4,528.56",4537.41,4537.41,"4,553,210,000"
2023-07-26,"4,558.96","4,582.47","4,547.58",4566.75,4566.75,"3,990,290,000"
2023-07-25,"4,555.19","4,580.62","4,552.42",4567.46,4567.46,"3,812,470,000"
2023-07-24,"4,543.39","4,563.41","4,541.29",4554.64,4554.64,"3,856,250,000"
2023-07-21,"4,550.16","4,555.00","4,535.79",4536.34,4536.34,"3,570,190,000"
2023-07-20,"4,554.38","4,564.74","4,527.56",4534.87,4534.87,"3,761,770,000"
2023-07-19,"4,563.87","4,578.43","4,557.48",4565.72,4565.72,"4,115,670,000"
2023-07-18,"4,521.78","4,562.30","4,514.59",4554.98,4554.98,"4,090,010,000"
2023-07-17,"4,508.86","4,532.85","4,504.90",4522.79,4522.79,"3,538,240,000"
2023-07-14,"4,514.61","4,527.76","4,499.56",4505.42,4505.42,"3,647,450,000"
2023-07-13,"4,491.50","4,517.38","4,489.36",4510.04,4510.04,"3,839,530,000"
2023-07-12,"4,467.69","4,488.34","4,463.23",4472.16,4472.16,"3,920,290,000"
2023-07-11,"4,415.55","4,443.64","4,408.46",4439.26,4439.26,"3,624,220,000"
2023-07-10,"4,394.23","4,412.60","4,389.92",4409.53,4409.53,"3,429,600,000"
2023-07-07,"4,404.54","4,440.39","4,397.40",4398.95,4398.95,"3,630,480,000"
2023-07-06,"4,422.62","4,422.62","4,385.05",4411.59,4411.59,"3,682,020,000"
2023-07-05,"4,442.04","4,454.06","4,436.61",4446.82,4446.82,"3,482,620,000"
2023-07-03,"4,450.48","4,456.46","4,442.29",4455.59,4455.59,"2,034,280,000"
2023-06-30,"4,422.44","4,458.48","4,422.44",4450.38,4450.38,"3,923,450,000"
2023-06-29,"4,374.94","4,398.39","4,371.97",4396.44,4396.44,"3,696,660,000"
2023-06-28,"4,367.48","4,390.35","4,360.22",4376.86,4376.86,"3,739,330,000"
#VALUE!,"4,375.75","4,424.75","4,371.50",4418.75,4418.75,"1,512,256"
2023-06-26,"4,390.00","4,403.00","4,368.50",4370.25,4370.25,"1,622,416"
2023-06-23,"4,425.75","4,426.25","4,381.50",4389.00,4389.00,"1,550,992"
2023-06-22,"4,410.00","4,427.00","4,393.00",4423.75,4423.75,"1,384,002"
2023-06-21,"4,430.25","4,438.50","4,403.50",4409.25,4409.25,"1,468,258"
2023-06-20,"4,458.00","4,462.00","4,410.50",4434.75,4434.75,"1,540,416"
2023-06-16,"4,424.75","4,453.35","4,415.25",4453.35,4453.35,"1,895,105"
2023-06-15,"4,378.75","4,441.00","4,350.00",4426.50,4426.50,"486,414"
2023-06-14,"4,372.00","4,394.75","4,339.75",4374.25,4374.25,"758,316"
2023-06-13,"4,345.00","4,377.75","4,335.75",4371.75,4371.75,"1,317,118"
2023-06-12,"4,306.50","4,346.50","4,305.25",4342.75,4342.75,"1,665,175"
2023-06-09,"4,297.75","4,325.50","4,284.00",4304.75,4304.75,"2,176,645"
2023-06-08,"4,273.25","4,302.50","4,262.75",4298.25,4298.25,"1,664,333"
2023-06-07,"4,292.25","4,304.75","4,269.25",4274.25,4274.25,"1,925,195"
2023-06-06,"4,279.75","4,294.75","4,268.50",4289.75,4289.75,"1,548,125"
2023-06-05,"4,288.00","4,305.75","4,273.00",4281.00,4281.00,"1,668,759"
2023-06-02,"4,231.75","4,297.75","4,229.00",4288.00,4288.00,"1,955,603"
2023-06-01,"4,188.50","4,239.75","4,178.00",4228.00,4228.00,"1,868,363"
2023-05-31,"4,213.00","4,217.75","4,174.00",4190.50,4190.50,"2,138,566"
2023-05-30,"4,239.75","4,243.25","4,200.00",4215.00,4215.00,"1,957,579"
2023-05-26,"4,157.00","4,221.25","4,146.00",4213.25,4213.25,"1,744,425"
2023-05-25,"4,157.00","4,175.50","4,131.50",4159.75,4159.75,"1,966,626"
2023-05-24,"4,158.00","4,166.25","4,114.00",4126.00,4126.00,"1,911,903"
2023-05-23,"4,207.50","4,222.75","4,153.00",4158.75,4158.75,"1,685,056"
2023-05-22,"4,189.00","4,221.75","4,186.50",4205.00,4205.00,"1,302,845"
2023-05-19,"4,215.50","4,227.25","4,191.50",4204.75,4204.75,"1,713,351"
2023-05-18,"4,171.25","4,215.75","4,161.25",4212.00,4212.00,"1,760,668"
2023-05-17,"4,126.00","4,179.00","4,122.00",4171.50,4171.50,"1,584,910"
2023-05-16,"4,148.25","4,151.50","4,120.00",4123.00,4123.00,"1,316,691"
2023-05-15,"4,132.25","4,156.25","4,123.00",4150.00,4150.00,"1,179,165"
2023-05-12,"4,144.50","4,164.50","4,111.75",4138.00,4138.00,"1,434,601"
2023-05-11,"4,152.75","4,168.50","4,121.50",4143.75,4143.75,"1,473,383"
2023-05-10,"4,133.00","4,173.25","4,112.25",4152.00,4152.00,"1,887,587"
2023-05-09,"4,150.50","4,153.00","4,131.00",4134.00,4134.00,"1,000,924"
2023-05-08,"4,151.00","4,161.00","4,137.50",4152.75,4152.75,"1,026,014"
2023-05-05,"4,077.25","4,163.25","4,076.75",4150.25,4150.25,"1,545,895"
2023-05-04,"4,087.00","4,118.00","4,062.25",4075.75,4075.75,"1,994,772"
2023-05-03,"4,133.25","4,167.00","4,095.00",4107.50,4107.50,"1,658,392"
2023-05-02,"4,179.50","4,191.50","4,105.50",4136.75,4136.75,"2,034,176"
2023-05-01,"4,190.00","4,206.25","4,178.50",4185.75,4185.75,"1,240,490"
2023-04-28,"4,151.00","4,193.75","4,131.50",4188.50,4188.50,"1,753,803"
2023-04-27,"4,085.50","4,166.50","4,080.75",4153.75,4153.75,"1,686,692"
2023-04-26,"4,110.25","4,116.25","4,068.75",4076.00,4076.00,"1,814,741"
2023-04-25,"4,157.25","4,158.50","4,091.50",4093.25,4093.25,"1,770,908"
2023-04-24,"4,150.00","4,164.25","4,133.50",4159.50,4159.50,"1,328,041"
2023-04-21,"4,153.75","4,161.00","4,135.25",4156.75,4156.75,"1,645,161"
2023-04-20,"4,172.25","4,173.50","4,137.00",4152.50,4152.50,"1,768,379"
2023-04-19,"4,176.00","4,187.50","4,150.50",4178.50,4178.50,"1,292,622"
2023-04-18,"4,177.00","4,198.25","4,164.50",4180.00,4180.00,"1,427,797"
2023-04-17,"4,174.25","4,180.50","4,148.00",4176.75,4176.75,"1,298,123"
2023-04-14,"4,168.75","4,189.00","4,138.00",4163.75,4163.75,"1,882,896"
2023-04-13,"4,117.50","4,177.00","4,110.25",4172.75,4172.75,"1,458,785"
2023-04-12,"4,137.50","4,177.75","4,113.50",4119.00,4119.00,"1,853,671"
2023-04-11,"4,138.50","4,151.75","4,128.75",4136.50,4136.50,"1,221,824"
2023-04-10,"4,139.00","4,143.00","4,098.75",4136.25,4136.25,"1,167,715"
2023-04-06,"4,113.75","4,135.25","4,096.50",4132.00,4132.00,"73,009"
2023-04-05,"4,134.00","4,135.50","4,099.00",4117.25,4117.25,"1,470,176"
2023-04-04,"4,152.50","4,171.75","4,115.25",4129.00,4129.00,"1,582,414"
2023-04-03,"4,127.00","4,157.75","4,122.75",4153.75,4153.75,"1,380,286"
2023-03-31,"4,081.00","4,142.50","4,078.00",4137.75,4137.75,"1,695,840"
2023-03-30,"4,058.00","4,087.75","4,052.50",4080.00,4080.00,"1,328,529"
2023-03-29,"4,006.50","4,061.25","4,006.00",4057.50,4057.50,"1,389,352"
2023-03-28,"4,013.50","4,023.75","3,980.75",4001.50,4001.50,"1,224,495"
2023-03-27,"4,008.00","4,034.25","3,997.50",4007.25,4007.25,"1,304,572"
2023-03-24,"3,988.75","4,010.75","3,937.00",4001.25,4001.25,"1,944,981"
2023-03-23,"3,972.75","4,039.50","3,948.50",3978.00,3978.00,"2,236,954"
2023-03-22,"4,038.75","4,073.75","3,966.25",3970.50,3970.50,"1,802,929"
2023-03-21,"3,986.50","4,043.25","3,981.75",4035.75,4035.75,"1,531,670"
2023-03-20,"3,963.75","3,989.50","3,897.25",3983.00,3983.00,"1,818,807"
2023-03-17,"3,962.25","3,974.00","3,923.00",3957.05,3957.05,"2,224,268"
2023-03-16,"3,892.75","3,966.50","3,863.25",3960.50,3960.50,"466,914"
2023-03-15,"3,920.50","3,931.00","3,834.00",3892.75,3892.75,"833,643"
2023-03-14,"3,865.75","3,938.00","3,855.25",3920.50,3920.50,"1,606,509"
2023-03-13,"3,887.75","3,938.75","3,808.75",3856.75,3856.75,"2,750,477"
2023-03-10,"3,919.00","3,941.75","3,846.25",3862.75,3862.75,"3,285,811"
2023-03-09,"3,997.00","4,019.75","3,909.50",3920.00,3920.00,"2,547,423"
2023-03-08,"3,990.00","4,003.25","3,971.50",3995.00,3995.00,"1,831,712"
2023-03-07,"4,053.75","4,064.50","3,982.50",3989.75,3989.75,"2,141,615"
2023-03-06,"4,049.25","4,082.50","4,041.75",4052.50,4052.50,"1,528,845"
2023-03-03,"3,983.00","4,053.00","3,974.00",4049.75,4049.75,"1,665,102"
2023-03-02,"3,959.75","3,995.25","3,925.00",3984.75,3984.75,"1,836,555"
2023-03-01,"3,968.50","3,991.00","3,943.00",3956.50,3956.50,"2,042,321"
2023-02-28,"3,991.50","4,003.75","3,965.00",3975.50,3975.50,"1,847,930"
2023-02-27,"3,976.50","4,024.75","3,973.00",3988.00,3988.00,"1,621,961"
2023-02-24,"4,015.25","4,023.25","3,947.50",3975.75,3975.75,"2,063,242"
2023-02-23,"4,010.00","4,034.25","3,974.25",4018.75,4018.75,"1,955,820"
2023-02-22,"4,007.50","4,025.00","3,983.75",3999.00,3999.00,"1,925,300"
2023-02-21,"4,083.00","4,089.25","4,002.00",4005.75,4005.75,"1,883,040"
2023-02-17,"4,095.50","4,096.00","4,055.75",4087.50,4087.50,"2,008,448"
2023-02-16,"4,159.00","4,168.50","4,095.00",4099.75,4099.75,"2,042,993"
2023-02-15,"4,141.25","4,161.75","4,113.00",4158.25,4158.25,"1,611,550"
2023-02-14,"4,149.75","4,186.50","4,103.75",4145.50,4145.50,"2,379,034"
2023-02-13,"4,105.00","4,150.75","4,078.75",4147.25,4147.25,"1,376,325"
2023-02-10,"4,098.00","4,104.25","4,060.75",4099.75,4099.75,"1,744,956"
2023-02-09,"4,132.25","4,170.25","4,078.25",4091.75,4091.75,"1,828,571"
2023-02-08,"4,167.25","4,179.25","4,121.25",4130.50,4130.50,"1,804,101"
2023-02-07,"4,123.50","4,188.25","4,098.25",4175.75,4175.75,"2,180,936"
2023-02-06,"4,134.25","4,143.00","4,104.00",4123.50,4123.50,"1,560,324"
2023-02-03,"4,176.00","4,194.00","4,132.50",4147.75,4147.75,"2,354,996"
2023-02-02,"4,145.50","4,208.50","4,136.75",4191.50,4191.50,"2,290,729"
2023-02-01,"4,085.75","4,163.25","4,048.50",4132.25,4132.25,"2,000,400"
2023-01-31,"4,039.25","4,091.25","4,007.50",4090.00,4090.00,"1,790,751"
2023-01-30,"4,077.00","4,086.00","4,029.50",4032.50,4032.50,"1,786,112"
2023-01-27,"4,065.00","4,109.25","4,057.25",4084.25,4084.25,"1,587,936"
2023-01-26,"4,031.00","4,077.00","4,027.25",4075.50,4075.50,"1,613,804"
2023-01-25,"4,039.00","4,040.50","3,963.25",4032.00,4032.00,"1,760,515"
2023-01-24,"4,036.50","4,047.50","4,005.25",4032.75,4032.75,"1,472,856"
2023-01-23,"3,987.00","4,056.75","3,980.25",4036.50,4036.50,"1,594,736"
2023-01-20,"3,925.00","3,990.50","3,911.75",3988.50,3988.50,"1,620,355"
2023-01-19,"3,945.25","3,948.75","3,901.75",3915.50,3915.50,"1,896,890"
2023-01-18,"4,008.50","4,033.50","3,943.75",3945.75,3945.75,"1,902,551"
2023-01-17,"4,020.00","4,035.25","3,996.75",4009.50,4009.50,"1,423,931"
2023-01-13,"4,003.00","4,024.25","3,961.75",4018.25,4018.25,"1,456,784"
2023-01-12,"3,991.75","4,021.50","3,954.00",4003.50,4003.50,"2,102,587"
2023-01-11,"3,941.00","3,992.50","3,934.50",3990.00,3990.00,"1,398,769"
2023-01-10,"3,914.50","3,943.75","3,891.50",3940.75,3940.75,"1,520,955"
2023-01-09,"3,918.50","3,973.25","3,909.75",3913.75,3913.75,"1,697,887"
2023-01-06,"3,833.00","3,928.75","3,819.00",3915.50,3915.50,"2,026,154"
2023-01-05,"3,871.00","3,885.50","3,822.50",3829.00,3829.00,"1,679,973"
2023-01-04,"3,842.75","3,896.25","3,836.50",3874.50,3874.50,"1,912,155"
2023-01-03,"3,895.00","3,906.75","3,814.50",3846.00,3846.00,"1,782,473"
2022-12-30,"3,869.75","3,871.00","3,821.50",3861.00,3861.00,"1,401,810"
2022-12-29,"3,811.00","3,882.75","3,806.25",3871.75,3871.75,"1,146,984"
2022-12-28,"3,858.00","3,875.00","3,804.50",3807.50,3807.50,"1,282,810"
2022-12-27,"3,878.00","3,900.50","3,837.25",3855.00,3855.00,"1,006,414"
2022-12-23,"3,850.00","3,872.50","3,821.25",3869.75,3869.75,"1,374,913"
2022-12-22,"3,915.00","3,919.75","3,788.50",3849.25,3849.25,"1,842,326"
2022-12-21,"3,857.25","3,918.75","3,855.50",3905.75,3905.75,"1,522,069"
2022-12-20,"3,842.75","3,866.50","3,803.50",3849.25,3849.25,"1,541,868"
2022-12-19,"3,874.00","3,899.00","3,827.25",3845.50,3845.50,"1,405,774"
