Date,Open,High,Low,Close,Adj Close,Volume
2021-01-13,33915.121094,39966.406250,32584.667969,36069.804688,36069.804688,417563004019
2021-01-20,36050.113281,36378.328125,28953.373047,32569.849609,32569.849609,436835958242
2021-01-27,32564.029297,38406.261719,29367.138672,35510.289063,35510.289063,499373849794
2021-02-03,35510.820313,48003.722656,35443.984375,46481.105469,46481.105469,518706703322
2021-02-10,46469.761719,50341.101563,43881.152344,49199.871094,49199.871094,540863660337
2021-02-17,49207.277344,58330.570313,45290.589844,48824.425781,48824.425781,514568724274
2021-02-24,48835.085938,51948.968750,43241.617188,48378.988281,48378.988281,669947060481
2021-03-03,48415.816406,54824.117188,46542.515625,54824.117188,54824.117188,331201237010
2021-03-10,54824.011719,61683.863281,53290.890625,56804.902344,56804.902344,400498089778
2021-03-17,56825.828125,60116.250000,53470.695313,54738.945313,54738.945313,380329852626
2021-03-24,54710.488281,59447.222656,50856.570313,58917.691406,58917.691406,402212061216
2021-03-31,58930.277344,60267.187500,57168.675781,58192.359375,58192.359375,423073158194
2021-04-07,58186.507813,63742.285156,55604.023438,63503.457031,63503.457031,401685233757
2021-04-14,63523.753906,64863.097656,52829.535156,56473.031250,56473.031250,519500989804
2021-04-21,56471.128906,56757.972656,47159.484375,55033.117188,55033.117188,419257782167
2021-04-28,55036.636719,58973.308594,52418.027344,53333.539063,53333.539063,347777113413
2021-05-05,53252.164063,59519.355469,52969.054688,56704.574219,56704.574219,471573238833
2021-05-12,56714.531250,57939.363281,42207.289063,42909.402344,42909.402344,481973976849
2021-05-19,42944.976563,43546.117188,30681.496094,38402.222656,38402.222656,556109706469
2021-05-26,38392.625000,40782.078125,33520.738281,36684.925781,36684.925781,300284261025
2021-06-02,36699.921875,39478.953125,31114.443359,33472.632813,33472.632813,258821608893
2021-06-09,33416.976563,41295.269531,32475.865234,40406.269531,40406.269531,304411094093
2021-06-16,40168.691406,40516.777344,28893.621094,32505.660156,32505.660156,292153897847
2021-06-23,32515.714844,36542.109375,30184.501953,35867.777344,35867.777344,265562391478
2021-06-30,35908.386719,36074.757813,32770.679688,34235.195313,34235.195313,213158048826
2021-07-07,34225.679688,34997.664063,32133.183594,32702.025391,32702.025391,168665404495
2021-07-14,32723.845703,33159.640625,29360.955078,29807.347656,29807.347656,147642594764
2021-07-21,29796.285156,40499.675781,29526.183594,39406.941406,39406.941406,198951190193
2021-07-28,39503.187500,42541.679688,37782.050781,38152.980469,38152.980469,203218713026
2021-08-04,38213.332031,46637.988281,37458.003906,45585.031250,45585.031250,247397702244
2021-08-11,45599.703125,48098.683594,43861.445313,44695.359375,44695.359375,228216141536
2021-08-18,44686.750000,50482.078125,43998.316406,47706.117188,47706.117188,239727706069
2021-08-25,47727.257813,49644.113281,46394.281250,47166.687500,47166.687500,220859100578
2021-09-01,47099.773438,52853.765625,43285.207031,46811.128906,46811.128906,293741818285
2021-09-08,46827.761719,47334.054688,43591.320313,47092.492188,47092.492188,268838997637
2021-09-15,47098.000000,48791.781250,39787.609375,40693.675781,40693.675781,239130792760
2021-09-22,40677.953125,45080.492188,40625.632813,41034.542969,41034.542969,238684028312
2021-09-29,41064.984375,51839.984375,40829.667969,51514.812500,51514.812500,231104223021
2021-10-06,51486.664063,57793.039063,50488.191406,56041.058594,56041.058594,276383558930
2021-10-13,56038.257813,64434.535156,54370.972656,64261.992188,64261.992188,271890216119
2021-10-20,64284.585938,66930.390625,59643.343750,60363.792969,60363.792969,245273766844
2021-10-27,60352.000000,64242.792969,58206.917969,63226.402344,63226.402344,264067418940
2021-11-03,63254.335938,68530.335938,60163.781250,66971.828125,66971.828125,236650969430
2021-11-10,66953.335938,68789.625000,59016.335938,60161.246094,60161.246094,253695775609
2021-11-17,60139.621094,60948.500000,55632.761719,57569.074219,57569.074219,248538777551
2021-11-24,57565.851563,59367.968750,53569.765625,57005.425781,57005.425781,240487510303
2021-12-01,56907.964844,59041.683594,42874.617188,50700.085938,50700.085938,278995299691
2021-12-08,50667.648438,51171.375000,45894.847656,46612.632813,46612.632813,203569721534
2021-12-15,48379.753906,49473.957031,45579.808594,48936.613281,48936.613281,205982757404
2021-12-22,48937.097656,51956.328125,47414.210938,47588.855469,47588.855469,174789516376
2021-12-29,47623.871094,48472.527344,45752.464844,45897.574219,45897.574219,221810432535
2022-01-05,45899.359375,46929.046875,39796.570313,42735.855469,42735.855469,259048362116
2022-01-12,42742.179688,44278.421875,41392.214844,42375.632813,42375.632813,185150036801
2022-01-19,42374.039063,43413.023438,33184.058594,36954.003906,36954.003906,220502778776
2022-01-26,36950.515625,39115.132813,35629.281250,38743.273438,38743.273438,151465817498
2022-02-02,38743.714844,45293.867188,36375.539063,44118.445313,44118.445313,164675133320
2022-02-09,44096.703125,45661.171875,41681.957031,44575.203125,44575.203125,158786283000
2022-02-16,44578.277344,44578.277344,36488.933594,38286.027344,38286.027344,156199905737
2022-02-23,38285.281250,44793.601563,34459.218750,44354.636719,44354.636719,203865218585
2022-03-02,44357.617188,45077.578125,37260.203125,38737.269531,38737.269531,173711040981
2022-03-09,38742.816406,42465.671875,37680.734375,39338.785156,39338.785156,169900432115
2022-03-16,39335.570313,43124.707031,39022.347656,42358.808594,42358.808594,192461077743
2022-03-23,42364.378906,48086.835938,41877.507813,47465.730469,47465.730469,199730928883
2022-03-30,47456.898438,47655.148438,44403.140625,45555.992188,45555.992188,217715336669
2022-04-06,45544.355469,45544.355469,39373.058594,40127.183594,40127.183594,191358025386
2022-04-13,40123.570313,41672.960938,38696.191406,41502.750000,41502.750000,168719135308
2022-04-20,41501.746094,42893.582031,37884.984375,38117.460938,38117.460938,195321273883
2022-04-27,38120.300781,40269.464844,37585.621094,37750.453125,37750.453125,206915774251
2022-05-04,37748.011719,39902.949219,29944.802734,31022.906250,31022.906250,301961710390
2022-05-11,31016.183594,32013.402344,26350.490234,30425.857422,30425.857422,296349765073
2022-05-18,30424.478516,30664.976563,28708.955078,29655.585938,29655.585938,192814432145
2022-05-25,29653.134766,32249.863281,28261.906250,31792.310547,31792.310547,227311062602
2022-06-01,31792.554688,31957.285156,29311.683594,31155.478516,31155.478516,202965694121
2022-06-08,31151.480469,31253.691406,20950.818359,22206.792969,22206.792969,262329466748
2022-06-15,22196.730469,22868.921875,17708.623047,20710.597656,20710.597656,250356454909
2022-06-22,20719.414063,21783.724609,19848.078125,20280.634766,20280.634766,158467615649
2022-06-29,20281.169922,20635.466797,18729.656250,20190.115234,20190.115234,163388957295
2022-07-06,20194.619141,22314.941406,19308.531250,19323.914063,19323.914063,208604154866
2022-07-13,19325.972656,23666.962891,18999.953125,23389.433594,23389.433594,226077183435
2022-07-20,23393.191406,24196.818359,20776.816406,21239.753906,21239.753906,219771646710
2022-07-27,21244.169922,24572.580078,21070.806641,22978.117188,22978.117188,213798811192
2022-08-03,22981.302734,24203.689453,22485.701172,23164.318359,23164.318359,164285989772
2022-08-10,23162.898438,25135.589844,22771.519531,23883.291016,23883.291016,206088940165
2022-08-17,23881.316406,24407.058594,20856.730469,21528.087891,21528.087891,209431604623
2022-08-24,21526.455078,21804.908203,19600.785156,19796.808594,19796.808594,226922477253
2022-08-31,19799.582031,20420.990234,18800.171875,18837.667969,18837.667969,213607614854
2022-09-07,18837.683594,22673.820313,18644.466797,20296.707031,20296.707031,288614659599
2022-09-14,20184.554688,20467.201172,18390.318359,18890.789063,18890.789063,237565331041
2022-09-21,18891.283203,20338.455078,18290.314453,19110.546875,19110.546875,278625487173
2022-09-28,19104.621094,20380.343750,18553.296875,20336.843750,20336.843750,243941891761
2022-10-05,20335.900391,20408.392578,18925.603516,19051.417969,19051.417969,186573760311
2022-10-12,19052.646484,19889.146484,18319.822266,19334.416016,19334.416016,199856088101
2022-10-19,19335.027344,20348.412109,18770.970703,20095.857422,20095.857422,195575645477
2022-10-26,20092.236328,20988.394531,20076.117188,20485.273438,20485.273438,309859733024
2022-11-02,20482.958984,21446.886719,17603.544922,18541.271484,18541.271484,408285706274
2022-11-09,18543.761719,18590.458984,15682.692383,16884.613281,16884.613281,385135614153
2022-11-16,16884.341797,16960.294922,15599.046875,16189.769531,16189.769531,194232562042
2022-11-23,16195.588867,16771.474609,16054.530273,16444.982422,16444.982422,167534786915
2022-11-30,16445.476563,17378.152344,16445.476563,17089.503906,17089.503906,147099981329
2022-12-07,17089.505859,17930.085938,16750.558594,17781.318359,17781.318359,133582026298
2022-12-14,17782.066406,18318.531250,16398.136719,16906.304688,16906.304688,135861646723
2022-12-21,16904.527344,16959.845703,16592.408203,16717.173828,16717.173828,95690337502
2022-12-28,16716.400391,16768.169922,16408.474609,16679.857422,16679.857422,93891516899
2023-01-04,16680.205078,17484.720703,16667.763672,17446.292969,17446.292969,98444835704
2023-01-11,17446.359375,21438.660156,17337.994141,21161.519531,21161.519531,192627321780
2023-01-18,21161.050781,23282.347656,20541.544922,22636.468750,22636.468750,190070062884
2023-01-25,22639.267578,23919.890625,22406.076172,23139.283203,23139.283203,174606581543
2023-02-01,23137.835938,24167.210938,22692.025391,23264.291016,23264.291016,172049790549
2023-02-08,23263.416016,23367.958984,21460.087891,22220.804688,22220.804688,169910958363
2023-02-15,22220.585938,25134.117188,22082.769531,24436.353516,24436.353516,218578436875
2023-02-22,24437.417969,24572.089844,22861.558594,23147.353516,23147.353516,163429389110
2023-03-01,23150.929688,23880.632813,22011.261719,22219.769531,22219.769531,135713304071
2023-03-08,22216.441406,26514.716797,19628.253906,24746.074219,24746.074219,256027414099
2023-03-15,24770.925781,28527.724609,23964.910156,28175.816406,28175.816406,282620730702
2023-03-22,28158.720703,28803.335938,26606.689453,27268.130859,27268.130859,146816631281
2023-03-29,27267.031250,29159.902344,27259.662109,28168.089844,28168.089844,120123775541
2023-04-05,28169.726563,30509.083984,27738.759766,30235.058594,30235.058594,102704044307
2023-04-12,30231.582031,31005.607422,29154.849609,30397.552734,30397.552734,120947864059
2023-04-19,30394.187500,30411.054688,27070.849609,28307.597656,28307.597656,128019273014
2023-04-26,28300.058594,29995.837891,27324.548828,28680.537109,28680.537109,136955510041
2023-05-03,28680.494141,29820.126953,27310.134766,27658.775391,27658.775391,113074936758
2023-05-10,27654.636719,28322.687500,25878.429688,27036.650391,27036.650391,103853470038
2023-05-17,27035.470703,27466.527344,26415.101563,27225.726563,27225.726563,82068230742
2023-05-24,27224.603516,28432.039063,25890.593750,27702.349609,27702.349609,93731481904
2023-05-31,27700.529297,27831.677734,25434.867188,27238.783203,27238.783203,106362230076
2023-06-07,27235.650391,27332.181641,25501.835938,25918.728516,25918.728516,98877328292
2023-06-14,25920.257813,28388.968750,24797.167969,28327.488281,28327.488281,102122566488
2023-06-21,28311.310547,31389.539063,28283.410156,30688.164063,30688.164063,135888793106
2023-06-28,30696.560547,31375.613281,29600.275391,30777.582031,30777.582031,101842405872
2023-07-05,30778.724609,31460.052734,29777.285156,30620.951172,30620.951172,89388366642
2023-07-12,30622.246094,31814.515625,29556.427734,29856.562500,29856.562500,102316927494
2023-07-19,29862.046875,30330.640625,28934.294922,29227.390625,29227.390625,80512635587
2023-07-26,29225.759766,29675.732422,28657.023438,29675.732422,29675.732422,80576213683
2023-08-02,29704.146484,30176.796875,28724.140625,29765.492188,29765.492188,89086551746
2023-08-09,29766.695313,30093.435547,29088.853516,29170.347656,29170.347656,80618180470
2023-08-16,29169.074219,29221.976563,25409.111328,26031.656250,26031.656250,117639762475
2023-08-23,26040.474609,28089.337891,25786.812500,27727.392578,27727.392578,95582625731
2023-08-30,27726.083984,27760.160156,25362.609375,25779.982422,25779.982422,94565806049
2023-09-06,25783.931641,26451.939453,24930.296875,25833.343750,25833.343750,81296521797
2023-09-13,25837.554688,27488.763672,25781.123047,27211.117188,27211.117188,81962444274
2023-09-20,27210.228516,27379.505859,26011.468750,26217.250000,26217.250000,74812206426
2023-09-27,26209.498047,28494.458984,26111.464844,27429.978516,27429.978516,82229764825
2023-10-04,27429.074219,28252.537109,27215.552734,27391.019531,27391.019531,72963939435
2023-10-11,27392.076172,29448.138672,26558.320313,28415.748047,28415.748047,93399039288
2023-10-18,28413.531250,35150.433594,28174.251953,33901.527344,33901.527344,153994551003
2023-10-25,33916.042969,35133.757813,33416.886719,34667.781250,34667.781250,115363332191
2023-11-01,34657.273438,35919.843750,34133.441406,35443.562500,35443.562500,114105099719
2023-11-08,35419.476563,37926.257813,34948.500000,35537.640625,35537.640625,146154436940
2023-11-15,35548.113281,37964.894531,35383.781250,35813.812500,35813.812500,146680617569
2023-11-22,35756.554688,38415.339844,35670.972656,37831.085938,37831.085938,125078583867
2023-11-29,37826.105469,44408.664063,37531.140625,44080.648438,44080.648438,169829329583
2023-12-06,44080.023438,44705.515625,40234.578125,41450.222656,41450.222656,177747522703
2023-12-13,41468.464844,43429.781250,40530.257813,42270.527344,42270.527344,151476933069
2023-12-20,42261.300781,44367.957031,41676.488281,42520.402344,42520.402344,154831174554
2023-12-27,42518.468750,45899.707031,41424.062500,44957.968750,44957.968750,164426732835
2024-01-03,44961.601563,47893.699219,40813.535156,46139.730469,46139.730469,227117004013
2024-01-10,46121.539063,48969.371094,41705.417969,43154.945313,43154.945313,223787430036
2024-01-17,43132.101563,43189.890625,40297.457031,41618.406250,41618.406250,71821996991
2024-01-20,41624.589844,41737.257813,41451.824219,41647.734375,41647.734375,13711318016
